,drug_variation_id,medlife_product_id,fc_id,distributor_id,distributor_name,bill_number,bill_date,transcription_completed_ts,packing_quantity,mrp,formatted_name,drug_name,purchase_margin_percent,purchase_price,loose_quantity,purchase_mrp_value,lookup_index,loose_quantity_ordered,analysis
6080,94071,MIGRATN07A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193551,2021-01-15,2021-01-15,10,5.625,Migranil Ec (strip of 10 tablets),Migranil Ec,23.9975,4.418,10,61.85,7_94071_MAHAVEER MEDI-SALES PVT. LTD.,10.0,Equal
6081,41878,SYSCACN02A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194879,2021-01-15,2021-01-15,1.0,20.6,Syscan 150 mg (strip of 1 capsule),Syscan,24.0221,14.71,3,61.8,1_41878_MAHAVEER MEDI-SALES PVT. LTD.,3.0,Equal
6082,186374,GAROITS01A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217465,2021-01-15,2021-01-15,15,4.1187,Garoin 50/100 MG (strip of 15 tablets),Garoin,23.1801,2.94267,15,61.7805,1_186374_VARDHAMAN PHARMA Distributors Private Limited,0.0,Not ordered
6083,186374,GAROITS01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181576,2021-01-12,2021-01-13,15,4.1187,Garoin 50/100 MG (strip of 15 tablets),Garoin,23.9975,2.942,15,61.7805,1_186374_MAHAVEER MEDI-SALES PVT. LTD.,0.0,Not ordered
6084,23056,MUCOLDN01A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215363,2021-01-12,2021-01-12,1,30.8,Mucolite 15 ml drops,Mucolite,23.2,22.0,2,61.6,1_23056_VARDHAMAN PHARMA Distributors Private Limited,2.0,Equal
6085,25969,HISONTN01A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217465,2021-01-15,2021-01-15,10,6.156,Hisone 10 mg (strip of 10 tablets),Hisone,20.0117,4.885,10,61.56,1_25969_VARDHAMAN PHARMA Distributors Private Limited,10.0,Equal
6086,92805,NEWTETN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194814,2021-01-15,2021-01-15,10,2.05,Newtel 20 mg (strip of 10 tablets),Newtel,24.0148,1.464,30,61.5,1_92805_MAHAVEER MEDI-SALES PVT. LTD.,30.0,Equal
6087,68730,DULOTTN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194900,2021-01-15,2021-01-15,10.0,6.15,Dulotin 10 mg (strip of 10 tablets),Dulotin,23.9975,4.393,10,61.5,1_68730_MAHAVEER MEDI-SALES PVT. LTD.,10.0,Equal
6088,68730,DULOTTN01A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215377,2021-01-12,2021-01-12,10.0,6.15,Dulotin 10 mg (strip of 10 tablets),Dulotin,23.1975,4.393,10,61.5,1_68730_VARDHAMAN PHARMA Distributors Private Limited,10.0,Equal
6089,66836,IKULZEN01A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215377,2021-01-12,2021-01-12,1.0,62.0,I Kul Eye Drop 10 ml drops,I Kul Eye Drop,23.1975,43.93,1,61.5,1_66836_VARDHAMAN PHARMA Distributors Private Limited,1.0,Equal
6090,14727,CALPOTN06A,7,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215220,2021-01-12,2021-01-12,15,2.0493,Calpol 650 mg (strip of 15 tablets),Calpol,23.19,1.464,30,61.479,7_14727_VARDHAMAN PHARMA Distributors Private Limited,30.0,Equal
6091,149114,CROCITS03A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194819,2021-01-15,2021-01-15,15,2.0493,Crocin Advance 650 mg (strip of 15 tablets),Crocin Advance,22.121,1.5,30,61.479,1_149114_MAHAVEER MEDI-SALES PVT. LTD.,315.0,Shortage
6092,50054,DICLOTN10B,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193549,2021-01-15,2021-01-15,10,6.126,Dicloran A (strip of 10 tablets),Dicloran A,23.995,4.376,10,61.26,7_50054_MAHAVEER MEDI-SALES PVT. LTD.,0.0,Not ordered
6093,141958,GLYCOTS01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181436,2021-01-12,2021-01-13,15,4.0767,Glycomet 1000 Mg (strip of 15 tablets),Glycomet 1000 Mg,23.9975,2.912,15,61.1505,1_141958_MAHAVEER MEDI-SALES PVT. LTD.,0.0,Not ordered
6094,100565,LONAZTN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194819,2021-01-15,2021-01-15,15,2.038,Lonazep 0.25 mg (strip of 15 tablets),Lonazep,24.0199,1.45533,30,61.14,1_100565_MAHAVEER MEDI-SALES PVT. LTD.,30.0,Equal
6095,82909,POTKLSB01A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217466,2021-01-15,2021-01-15,1,61.12,Potklor 200 ml syrup,Potklor,19.36,45.84,1,61.12,1_82909_VARDHAMAN PHARMA Distributors Private Limited,0.0,Not ordered
6096,50234,RANIDTN04A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181435,2021-01-12,2021-01-13,20,3.055,Ranidom (strip of 20 tablets),Ranidom ,24.005,2.182,20,61.1,1_50234_MAHAVEER MEDI-SALES PVT. LTD.,0.0,Not ordered
6097,110649,CRESATS03A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194821,2021-01-15,2021-01-15,15,4.0673,Cresar 20 mg (strip of 15 tablets),Cresar,24.0149,2.90467,15,61.0095,1_110649_MAHAVEER MEDI-SALES PVT. LTD.,15.0,Equal
6098,147092,EXERMTS04A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181383,2021-01-12,2021-01-13,15,4.0673,Exermet 1000 mg (strip of 15 tablets),Exermet,24.0149,2.90467,15,61.0095,1_147092_MAHAVEER MEDI-SALES PVT. LTD.,15.0,Equal
6099,93309,ALEXPDN02A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181560,2021-01-12,2021-01-12,1,61.0,Alex P Pead 15 ml drops,Alex P Pead,24.0025,43.57,1,61.0,6_93309_MAHAVEER MEDI-SALES PVT. LTD.,1.0,Equal
6100,116273,XTORZTN04A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217451,2021-01-15,2021-01-15,10,5.899,Xtor 5 (strip of 10 tablets),Xtor 5,23.1874,4.34,10,60.75,1_116273_VARDHAMAN PHARMA Distributors Private Limited,0.0,Not ordered
6101,6998,SIZODTN01A,7,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215271,2021-01-12,2021-01-12,10,3.036,Sizodon 1 mg (strip of 10 tablets),Sizodon,23.1848,2.169,20,60.72,7_6998_VARDHAMAN PHARMA Distributors Private Limited,20.0,Equal
6102,60277,BUTAPCN03A,1,856885,MEHUL AGENCIES, D30747,2021-01-12,2021-01-12,10,6.05,Buta Proxyvon 50 mg (strip of 10 capsules),Buta Proxyvon,23.99,4.322,10,60.5,1_60277_MEHUL AGENCIES,10.0,Equal
6103,59472,AUGMEDN03A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193566,2021-01-15,2021-01-15,1,60.48,Augmentin Duo 30 ml syrup,Augmentin Duo,24.0,43.2,1,60.48,6_59472_MAHAVEER MEDI-SALES PVT. LTD.,1.0,Equal
6104,59472,AUGMEDN03A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194791,2021-01-15,2021-01-15,1,60.48,Augmentin Duo 30 ml syrup,Augmentin Duo,24.0,43.2,1,60.48,1_59472_MAHAVEER MEDI-SALES PVT. LTD.,1.0,Equal
6105,68709,FLAGYSN03A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215331,2021-01-12,2021-01-12,1,30.11,Flagyl 60 ml syrup,Flagyl,23.1898,21.51,2,60.22,1_68709_VARDHAMAN PHARMA Distributors Private Limited,2.0,Equal
6106,26387,GLUCOTN25A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181479,2021-01-12,2021-01-13,15,4.008,Gluconorm SR 1000 mg (strip of 15 tablets),Gluconorm SR,24.0051,2.86267,15,60.12,1_26387_MAHAVEER MEDI-SALES PVT. LTD.,0.0,Not ordered
6107,43731,BETNOOT01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194779,2021-01-15,2021-01-15,1,30.05,Betnovate S Skin 20 gm (box of 1 ointment),Betnovate S Skin,24.0152,21.46,2,60.1,1_43731_MAHAVEER MEDI-SALES PVT. LTD.,2.0,Equal
6108,93509,ARKAMTN01A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194681,2021-01-15,2021-01-15,30,2.0033,Arkamin 100 mg (strip of 30 tablets),Arkamin,23.9975,1.431,30,60.099,7_93509_MAHAVEER MEDI-SALES PVT. LTD.,30.0,Equal
6109,93509,ARKAMTN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181283,2021-01-12,2021-01-13,30,2.0033,Arkamin 100 mg (strip of 30 tablets),Arkamin,23.9975,1.431,30,60.099,1_93509_MAHAVEER MEDI-SALES PVT. LTD.,30.0,Equal
6110,93509,ARKAMTN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181418,2021-01-12,2021-01-13,30,2.0033,Arkamin 100 mg (strip of 30 tablets),Arkamin,23.9975,1.431,30,60.099,1_93509_MAHAVEER MEDI-SALES PVT. LTD.,30.0,Equal
6111,93509,ARKAMTN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181310,2021-01-12,2021-01-13,30,2.0033,Arkamin 100 mg (strip of 30 tablets),Arkamin,23.9975,1.431,30,60.099,1_93509_MAHAVEER MEDI-SALES PVT. LTD.,30.0,Equal
6112,46098,ENERZPN04A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194815,2021-01-15,2021-01-15,1,30.0,Enerzal Orange 50 gm powder,Enerzal Orange,23.9962,20.34,2,60.0,1_46098_MAHAVEER MEDI-SALES PVT. LTD.,0.0,Not ordered
6113,158248,COFSITS03A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215344,2021-01-12,2021-01-12,10,3.0,Cofsils Orange (strip of 10 lozenges),Cofsils Orange,23.1949,2.143,20,60.0,1_158248_VARDHAMAN PHARMA Distributors Private Limited,20.0,Equal
6114,183177,VILACTS03A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194783,2021-01-15,2021-01-15,10,6.0,Vilact 50mg (strip of 10 tablets),Vilact,23.9949,4.286,10,60.0,1_183177_MAHAVEER MEDI-SALES PVT. LTD.,10.0,Equal
6115,161564,CALZITS01A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193549,2021-01-15,2021-01-15,10,6.0,Calziem (strip of 10 tablets),Calziem,23.9949,4.286,10,60.0,7_161564_MAHAVEER MEDI-SALES PVT. LTD.,10.0,Equal
6116,57051,ITONEEN01A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194681,2021-01-15,2021-01-15,1,60.0,Itone 10 ml (box of 1 eye drops),Itone,23.9949,42.86,1,60.0,7_57051_MAHAVEER MEDI-SALES PVT. LTD.,1.0,Equal
6117,152445,COFSILJ03A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215344,2021-01-12,2021-01-12,10,3.0,Cofsils Ginger Lemon (strip of 10 lozenges),Cofsils Ginger Lemon,23.1949,2.143,20,60.0,1_152445_VARDHAMAN PHARMA Distributors Private Limited,10.0,Excess
6118,87377,HADENCN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194902,2021-01-15,2021-01-15,10,6.0,Hadensa (strip of 10 capsules),Hadensa,23.9949,4.286,10,60.0,1_87377_MAHAVEER MEDI-SALES PVT. LTD.,10.0,Equal
6119,87377,HADENCN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181575,2021-01-12,2021-01-13,10,6.0,Hadensa (strip of 10 capsules),Hadensa,23.9949,4.286,10,60.0,1_87377_MAHAVEER MEDI-SALES PVT. LTD.,10.0,Equal
6120,167871,HICOPTS02A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217458,2021-01-15,2021-01-15,15,3.9927,Hicope 25 25 MG (strip of 15 tablets),Hicope 25,23.1974,2.852,15,59.8905,1_167871_VARDHAMAN PHARMA Distributors Private Limited,0.0,Not ordered
6121,26420,RIOMETN09A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215345,2021-01-12,2021-01-12,15,4.0647,Riomet Od 1000 mg (strip of 15 tablets),Riomet Od,23.2,2.85,15,59.85,1_26420_VARDHAMAN PHARMA Distributors Private Limited,60.0,Shortage
6122,43356,ALERISN01A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193547,2021-01-15,2021-01-15,1.0,19.46,Alerid 30 ml syrup,Alerid,24.0383,14.15,3,59.46,7_43356_MAHAVEER MEDI-SALES PVT. LTD.,3.0,Equal
6123,59472,AUGMEDN03A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215364,2021-01-12,2021-01-12,1,60.48,Augmentin Duo 30 ml syrup,Augmentin Duo,23.2052,42.44,1,59.42,1_59472_VARDHAMAN PHARMA Distributors Private Limited,7.0,Shortage
6124,75451,METOLTN07A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181381,2021-01-12,2021-01-13,15,3.956,Metolar 50 mg (strip of 15 tablets),Metolar,24.0102,2.82533,15,59.34,1_75451_MAHAVEER MEDI-SALES PVT. LTD.,0.0,Not ordered
6125,65781,IMOLPTN01A,7,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215288,2021-01-12,2021-01-12,10,1.48,Imol Plus (strip of 10 tablets),Imol Plus,23.1377,1.058,40,59.2,7_65781_VARDHAMAN PHARMA Distributors Private Limited,40.0,Equal
6126,67369,HEMSIDN02A,6,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215416,2021-01-12,2021-01-12,15 ml,59.05,Hemsi Pd Drops 15 ml drops,Hemsi Pd Drops,23.1974,42.18,1,59.05,6_67369_VARDHAMAN PHARMA Distributors Private Limited,1.0,Equal
6127,51162,GARDETN04A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181381,2021-01-12,2021-01-13,30,1.9683,Gardenal 60 mg (strip of 30 tablets),Gardenal,23.9974,1.406,30,59.049,1_51162_MAHAVEER MEDI-SALES PVT. LTD.,60.0,Shortage
6128,35834,FINABTS01A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193569,2021-01-15,2021-01-15,10.0,5.9,Finabald 1 mg (strip of 10 tablets),Finabald,24.0052,4.214,10,59.0,6_35834_MAHAVEER MEDI-SALES PVT. LTD.,10.0,Equal
6129,66431,MONTITN09A,7,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215209,2021-01-12,2021-01-12,10,5.9,Montina L (strip of 10 tablets),Montina L,23.2052,4.214,10,59.0,7_66431_VARDHAMAN PHARMA Distributors Private Limited,10.0,Equal
6130,92347,AMLOKTN10A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181272,2021-01-12,2021-01-13,30,0.9823,Amlokind 2.5 mg (strip of 30 tablets),Amlokind,24.0,0.70167,60,58.938,1_92347_MAHAVEER MEDI-SALES PVT. LTD.,60.0,Equal
6131,92347,AMLOKTN10A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181410,2021-01-12,2021-01-13,30,0.9823,Amlokind 2.5 mg (strip of 30 tablets),Amlokind,24.0,0.70167,60,58.938,1_92347_MAHAVEER MEDI-SALES PVT. LTD.,60.0,Equal
6132,92347,AMLOKTN10A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181300,2021-01-12,2021-01-13,30,0.9823,Amlokind 2.5 mg (strip of 30 tablets),Amlokind,24.0,0.70167,60,58.938,1_92347_MAHAVEER MEDI-SALES PVT. LTD.,60.0,Equal
6133,12227,MEPRATN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194780,2021-01-15,2021-01-15,10,5.89,Meprate 10 mg (strip of 10 tablets),Meprate,20.191,4.418,10,58.9,1_12227_MAHAVEER MEDI-SALES PVT. LTD.,10.0,Equal
6134,12227,MEPRATN01A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193566,2021-01-15,2021-01-15,10,5.89,Meprate 10 mg (strip of 10 tablets),Meprate,20.191,4.418,10,58.9,6_12227_MAHAVEER MEDI-SALES PVT. LTD.,10.0,Equal
6135,181605,CLOPGCT01A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181393,2021-01-12,2021-01-12,1,29.4,Clop G 30 gm cream,Clop G,24.0,21.0,2,58.8,7_181605_MAHAVEER MEDI-SALES PVT. LTD.,0.0,Not ordered
6136,23909,BETNETN04A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215364,2021-01-12,2021-01-12,20,0.585,Betnesol 0.5 mg (strip of 20 tablets),Betnesol,23.1737,0.418,100,58.5,1_23909_VARDHAMAN PHARMA Distributors Private Limited,100.0,Equal
6137,68834,ETILATN03A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215377,2021-01-12,2021-01-12,10,5.85,Etilaam 0.5 mg (strip of 10 tablets),Etilaam,23.1921,4.179,10,58.5,1_68834_VARDHAMAN PHARMA Distributors Private Limited,10.0,Equal
6138,43695,SOLVISN01A,1,856885,MEHUL AGENCIES, D31152,2021-01-15,2021-01-15,1,58.45,Solvin Cold 60 ml syrup,Solvin Cold,24.0,41.75,1,58.45,1_43695_MEHUL AGENCIES,1.0,Equal
6139,46401,NAXDOTN01A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215374,2021-01-12,2021-01-12,10,6.35,Naxdom 250 mg (strip of 10 tablets),Naxdom,23.1974,4.143,10,58.0,1_46401_VARDHAMAN PHARMA Distributors Private Limited,10.0,Equal
6140,148300,TERBECN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181435,2021-01-12,2021-01-13,1,58.0,Terbest 15 gm cream,Terbest,23.9974,41.43,1,58.0,1_148300_MAHAVEER MEDI-SALES PVT. LTD.,0.0,Not ordered
6141,148300,TERBECN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181480,2021-01-12,2021-01-13,1,58.0,Terbest 15 gm cream,Terbest,23.9974,41.43,1,58.0,1_148300_MAHAVEER MEDI-SALES PVT. LTD.,0.0,Not ordered
6142,148300,TERBECN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181382,2021-01-12,2021-01-13,1,58.0,Terbest 15 gm cream,Terbest,23.9974,41.43,1,58.0,1_148300_MAHAVEER MEDI-SALES PVT. LTD.,0.0,Not ordered
6143,148356,PANTATS54A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217458,2021-01-15,2021-01-15,15,3.8647,Pantakind 40 mg (strip of 15 tablets),Pantakind,23.1947,2.76067,15,57.9705,1_148356_VARDHAMAN PHARMA Distributors Private Limited,0.0,Not ordered
6144,44000,BRUFETN02A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215331,2021-01-12,2021-01-12,15.0,0.7727,Brufen 400 mg (strip of 15 tablets),Brufen,23.1867,0.552,75,57.9525,1_44000_VARDHAMAN PHARMA Distributors Private Limited,75.0,Equal
6145,88770,NOSIKDN02A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181476,2021-01-12,2021-01-12,1,57.91,Nosikind 0.1% 10 ml (box of 1 nasal drops),Nosikind 0.1%,24.0079,41.36,1,57.91,7_88770_MAHAVEER MEDI-SALES PVT. LTD.,0.0,Not ordered
6146,43723,BETNEDN01A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217445,2021-01-15,2021-01-15,1,19.3,Betnesol 15 ml drops,Betnesol,23.1761,13.79,3,57.9,1_43723_VARDHAMAN PHARMA Distributors Private Limited,3.0,Equal
6147,75923,XYLOFNN01A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215375,2021-01-12,2021-01-12,1.0,57.83,Xyloflo Nasal Drops drops,Xyloflo Nasal Drops,23.1947,41.31,1,57.83,1_75923_VARDHAMAN PHARMA Distributors Private Limited,1.0,Equal
6148,46619,SUMINTN03A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181435,2021-01-12,2021-01-13,1,57.54,Suminat 50 mg (strip of 1 tablet),Suminat,24.0,41.1,1,57.54,1_46619_MAHAVEER MEDI-SALES PVT. LTD.,1.0,Equal
6149,170403,CLOFITN04A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181431,2021-01-12,2021-01-12,10,5.75,Clofirst As 75 MG (strip of 10 tablets),Clofirst As,24.0026,4.107,10,57.5,7_170403_MAHAVEER MEDI-SALES PVT. LTD.,0.0,Not ordered
6150,92479,VIZYLCN02A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194687,2021-01-15,2021-01-15,15,3.8233,Vizylac (strip of 15 capsules),Vizylac,24.008,2.73067,15,57.3495,7_92479_MAHAVEER MEDI-SALES PVT. LTD.,15.0,Equal
6151,92479,VIZYLCN02A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193570,2021-01-15,2021-01-15,15,3.8233,Vizylac (strip of 15 capsules),Vizylac,24.008,2.73067,15,57.3495,6_92479_MAHAVEER MEDI-SALES PVT. LTD.,15.0,Equal
6152,497,NAPROTN07A,6,856885,MEHUL AGENCIES, D30753,2021-01-12,2021-01-12,10.0,6.295,Naprosyn Sr 750 mg (strip of 10 tablets),Naprosyn Sr,23.9867,4.09,10,57.25,6_497_MEHUL AGENCIES,10.0,Equal
6153,92132,ELECTPN07A,7,856885,MEHUL AGENCIES, D31186,2021-01-15,2021-01-15,1,19.08,Electrobion Orange 21 gm (box of 1 sachet),Electrobion Orange,23.9851,14.54,3,57.24,7_92132_MEHUL AGENCIES,3.0,Equal
6154,91668,ROSYSTN01A,6,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215417,2021-01-12,2021-01-12,10,5.7,Rosys 10 mg (strip of 10 tablets),Rosys,23.2081,4.071,10,57.0,6_91668_VARDHAMAN PHARMA Distributors Private Limited,10.0,Equal
6155,98852,STORVCS01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194824,2021-01-15,2021-01-15,10,5.7,Storva Trio 10 mg (strip of 10 capsules),Storva Trio,24.008,4.071,10,57.0,1_98852_MAHAVEER MEDI-SALES PVT. LTD.,10.0,Equal
6156,88015,DERMOCN14A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181416,2021-01-12,2021-01-13,1,57.0,Dermotriad Plus 10 gm cream,Dermotriad Plus,24.008,40.71,1,57.0,1_88015_MAHAVEER MEDI-SALES PVT. LTD.,1.0,Equal
6157,88015,DERMOCN14A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181307,2021-01-12,2021-01-13,1,57.0,Dermotriad Plus 10 gm cream,Dermotriad Plus,24.008,40.71,1,57.0,1_88015_MAHAVEER MEDI-SALES PVT. LTD.,1.0,Equal
6158,88015,DERMOCN14A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181280,2021-01-12,2021-01-13,1,57.0,Dermotriad Plus 10 gm cream,Dermotriad Plus,24.008,40.71,1,57.0,1_88015_MAHAVEER MEDI-SALES PVT. LTD.,1.0,Equal
6159,65620,NEBIZTN01A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194690,2021-01-15,2021-01-15,10.0,5.69,Nebi 2.5 mg (strip of 10 tablets),Nebi,24.0053,4.064,10,56.9,7_65620_MAHAVEER MEDI-SALES PVT. LTD.,10.0,Equal
6160,26494,PREDMTN04A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215378,2021-01-12,2021-01-12,10,5.689,Predmet 8 mg (strip of 10 tablets),Predmet,23.1919,4.064,10,56.89,1_26494_VARDHAMAN PHARMA Distributors Private Limited,10.0,Equal
6161,26476,ZEMPRTN03A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194798,2021-01-15,2021-01-15,10.0,5.689,Zempred 8 mg (strip of 10 tablets),Zempred,24.0107,4.063,10,56.89,1_26476_MAHAVEER MEDI-SALES PVT. LTD.,10.0,Equal
6162,26494,PREDMTN04A,7,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215271,2021-01-12,2021-01-12,10,5.689,Predmet 8 mg (strip of 10 tablets),Predmet,23.1919,4.064,10,56.89,7_26494_VARDHAMAN PHARMA Distributors Private Limited,10.0,Equal
6163,59512,DIAMOTN03A,7,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215288,2021-01-12,2021-01-12,15.0,3.7547,Diamox 250 mg (strip of 15 tablets),Diamox,23.2009,2.86067,15,56.3205,7_59512_VARDHAMAN PHARMA Distributors Private Limited,15.0,Equal
6164,29332,DULCOTN01A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181407,2021-01-12,2021-01-12,10,1.119,Dulcoflex 5 mg (strip of 10 tablets),Dulcoflex,20.2238,0.839,50,55.95,7_29332_MAHAVEER MEDI-SALES PVT. LTD.,0.0,Not ordered
6165,88568,NOBLODN01A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215386,2021-01-12,2021-01-12,1,55.88,Noblok 15 ml drops,Noblok,23.2082,39.91,1,55.88,1_88568_VARDHAMAN PHARMA Distributors Private Limited,1.0,Equal
6166,76043,ATENZTN02A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194884,2021-01-15,2021-01-15,14,1.9929,Aten 25 mg (strip of 14 tablets),Aten,23.9946,1.42357,28,55.8012,1_76043_MAHAVEER MEDI-SALES PVT. LTD.,28.0,Equal
6167,51745,SINARTN01A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194690,2021-01-15,2021-01-15,10,5.573,Sinarest (strip of 10 tablets),Sinarest,23.9945,3.981,10,55.73,7_51745_MAHAVEER MEDI-SALES PVT. LTD.,10.0,Equal
6168,60976,ACENATS04A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194798,2021-01-15,2021-01-15,10.0,5.55,Acenac P 100 mg (strip of 10 tablets),Acenac P,24.0055,3.964,10,55.5,1_60976_MAHAVEER MEDI-SALES PVT. LTD.,10.0,Equal
6169,60976,ACENATS04A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194687,2021-01-15,2021-01-15,10.0,5.55,Acenac P 100 mg (strip of 10 tablets),Acenac P,24.0055,3.964,10,55.5,7_60976_MAHAVEER MEDI-SALES PVT. LTD.,10.0,Equal
6170,87744,PEPCICS01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194902,2021-01-15,2021-01-15,10,5.55,Pepcia D (strip of 10 capsules),Pepcia D,24.0055,3.964,10,55.5,1_87744_MAHAVEER MEDI-SALES PVT. LTD.,10.0,Equal
6171,87744,PEPCICS01A,7,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215220,2021-01-12,2021-01-12,10,5.55,Pepcia D (strip of 10 capsules),Pepcia D,23.2055,3.964,10,55.5,7_87744_VARDHAMAN PHARMA Distributors Private Limited,10.0,Equal
