formatted_name,name,packing_quantity,loose_quantity,fc_id,uuid,distributor_name,order_id,distributor_id,drug_variation_id,medlife_product_id,order_date,mrp,product_code
Hydroheal Am Gel 50 gm (box of 1 gel),Hydroheal Am Gel,50 g,3,7,1036445d21c649e5aabb98c81b696138,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,71231,HYDROGN02A,2021-01-15 10:46:01+00,359.0000,183132
Nocold Tabs (strip of 10 tablets),Nocold Tabs,10,10,7,0e10b6cdca6d44439b98228249f30477,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,71944,NOCOLTN02A,2021-01-15 10:46:01+00,3.9000,4 Mar Order 14
Nutri D3 30 ml drops,Nutri D3,1,3,7,c0181a64f1e3494cb025bf02ff1731c7,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,72106,NUTRIDB05A,2021-01-15 10:46:01+00,79.0000,107723
Olmax 3D 20 mg (strip of 10 tablets),Olmax 3D,10,10,7,4e5da77bb2cf4d43be045d76643edb64,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,72330,OLMAXTN03A,2021-01-15 10:46:01+00,14.0500,185417
Omnigel 55 gm spray,Omnigel,1,3,7,1ed2d4e210b642f3a439d3c3278c093d,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,72717,OMNIGSB03A,2021-01-15 10:46:01+00,176.0000,26 Apr Ord 5
Panaderm Plus Cream cream,Panaderm Plus Cream,1,3,7,b091ed86c9754ecdb4239292eb4ca950,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,72792,,2021-01-15 10:46:01+00,88.7500,Dummy 117
Pregnacream 50 gm cream,Pregnacream,1,3,7,b10478a9351c40f1bea461e4e0d8dc92,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,73084,PREGNCN09A,2021-01-15 10:46:01+00,138.0000,tempcode-13-1-2021_746
Ultracef 200 mg (strip of 10 tablets),Ultracef,10,10,7,31d2ac02c73040ccb061d0f69a4fc0a5,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,73483,ULTRATS32A,2021-01-15 10:46:01+00,25.0000,tempcode-13-1-2021_955
Vomikind 30 ml syrup,Vomikind,1,3,7,f63a43f4cc5f424aa1680805cb36f0d2,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,75721,VOMIKSN01A,2021-01-15 10:46:01+00,33.0200,173383
Vomiset Syp 30 ml syrup,Vomiset Syp,1.0,3,7,e08436afaec94c54bbc054b5cd5ded5d,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,75737,,2021-01-15 10:46:01+00,34.8200,tempcode-13-1-2021_1073
Assurans 20 mg (strip of 10 tablets),Assurans,10.0,10,7,5e6b896c70b34639ad21e69152cd7c8c,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,75965,ASSURTN01A,2021-01-15 10:46:01+00,20.0000,110163
Asthakind 100 ml (box of 1 expectorant),Asthakind,1,3,7,66d44f7d4110438699951b985cd7556b,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,75970,ASTHASN12A,2021-01-15 10:46:01+00,77.0000,173605
Aziwok 100mg / 15mg liquid,Aziwok,15 ml,3,7,ecbe3cfaecd6410182c14c6da44a5cc8,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,76296,,2021-01-15 10:46:01+00,35.0000,114804
Miofree A 8 mg (strip of 10 tablets),Miofree A,10.0,10,7,12208dccefa0465384047254a5d95e70,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,76796,,2021-01-15 10:46:01+00,32.2950,139144
Nasocare Plus drops,Nasocare Plus,10 ml,3,7,60d2c6e58a984f86b2e9fb8136173b83,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,76974,,2021-01-15 10:46:01+00,12.6000,tempcode-13-1-2021_653
Dependal M Tab (strip of 10 tablets),Dependal M Tab,10.0,10,7,6f4cc9740e314ae489b6d284f0c2fff7,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,77475,,2021-01-15 10:46:01+00,0.5100,tempcode-13-1-2021_899
Topisal 3% 50 ml (box of 1 lotion),Topisal 3%,1,3,7,180bbca28e9b4580a328b297dee6c124,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,77576,TOPISLN02A,2021-01-15 10:46:01+00,125.0000,214286
Transpacer V,Transpacer V,1,3,7,4eb4e25e6bd14c8c935f1b42014a9a40,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,78525,TRANSDN02A,2021-01-15 10:46:01+00,347.0000,139251
Zithrox Xl 100 mg syrup,Zithrox Xl,30 ml,3,7,95fe96ebeca54a10bc94dcbc9aea1749,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,79305,ZITHRDN01A,2021-01-15 10:46:01+00,63.5000,tempcode-13-1-2021_794
Neorelax Gel (box of 1 gel),Neorelax Gel,1,3,7,d9a9666851e34cd08df83e95bab1ca0a,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,80259,,2021-01-15 10:46:01+00,53.0000,tempcode-13-1-2021_231
L Montus Ab (strip of 10 tablets),L Montus Ab,10,10,7,a56bc118d5c140b6ae83d457ba69b4ff,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,80355,LMONTTN02A,2021-01-15 10:46:01+00,14.9000,tempcode-13-1-2021_277
Lumia 60K (strip of 4 capsules),Lumia,4,4,7,fb717e9350c84b0dbff7361bba5964da,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,80407,LUMIACS01A,2021-01-15 10:46:01+00,30.0100,163154
Pah 20tab (strip of 10 tablets),Pah,10.0,10,7,66e4e2877b1a402db7cf2a971849a46d,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,80601,,2021-01-15 10:46:01+00,12.0000,202809
Nosic (strip of 10 tablets),Nosic ,10.0,10,7,2caacafbbc98468987be7cdd75c135f0,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,80639,NOSICTS02A,2021-01-15 10:46:01+00,4.0647,tempcode-13-1-2021_419
Lipikind 40 mg (strip of 10 tablets),Lipikind,10.0,10,7,7adfd81f65154d2ebf0e726277755177,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,80661,LIPIKTN03A,2021-01-15 10:46:01+00,10.4620,173907
Restyle Forte (strip of 10 tablets),Restyle Forte,10,10,7,d2bb57ca24374e6aa1f4599f90cbefa4,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,81032,,2021-01-15 10:46:01+00,3.9200,tempcode-13-1-2021_633
Triguard Toothpaste 50 gm powder,Triguard Toothpaste,50 g,3,7,381ff2b0d5794a92be7c0e5da1902005,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,81310,,2021-01-15 10:46:01+00,36.0000,tempcode-13-1-2021_767
Minirin Nasal Spray 2.5 ml (box of 1 aerosal spray),Minirin Nasal Spray,1 ml,3,7,8641ec7199674b6988973e4e43eaaed9,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,81511,MINIRSB01A,2021-01-15 10:46:01+00,707.3300,187164
Oflomac M 60 ml syrup,Oflomac M,1,3,7,4ba8a21c912e46748e39f55987a030b2,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,82029,OFLOMSB02A,2021-01-15 10:46:01+00,35.4000,tempcode-13-1-2021_74
Pioglar M 30+ 500 mg (strip of 10 tablets),Pioglar M 30+,10.0,10,7,3964aaea0a004dfb877fe4750b7c5c75,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,82397,,2021-01-15 10:46:01+00,13.0000,tempcode-13-1-2021_272
Rhinocort Aqua 64mcg (box of 1 aerosal spray),Rhinocort Aqua,64 mcg,3,7,e53d2ed1c9914ae6a01f2c7266bb7b5c,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,82915,,2021-01-15 10:46:01+00,185.0000,tempcode-13-1-2021_544
Anacin (strip of 10 tablets),Anacin,10,10,7,db54b8d7ad154956bee02df3ba870712,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,83025,ANACITN04A,2021-01-15 10:46:01+00,2.2500,126801
Soft Tears Plus 10 ml (box of 1 eye drops),Soft Tears Plus,1,3,7,acfb08a108c1436d8be4e9eb769aee45,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,83785,SOFTTEB02A,2021-01-15 10:46:01+00,120.0000,tempcode-13-1-2021_989
Sudin (strip of 10 tablets),Sudin ,10,10,7,2b2573b369344a48ade27bcf0774679f,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,84037,SUDINTN02A,2021-01-15 10:46:01+00,3.7000,Dummy 39
Telma Am 40 mg (strip of 15 tablets),Telma Am,15,30,7,7c05772fdd9b4bf9b2f392094dad6b0d,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,84339,TELMATN08A,2021-01-15 10:46:01+00,15.6333,185851
Isotec 10 mg (strip of 10 tablets),Isotec,10,10,7,0764e96f5976403c9bfb302bcf676332,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,86255,,2021-01-15 10:46:01+00,1.1000,tempcode-13-1-2021_143
Emolene 50 gm cream,Emolene,1,3,7,329722b9737f406d8e1b6775250ed49f,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,86358,EMOLECN01A,2021-01-15 10:46:01+00,120.0000,tempcode-8-1-2021_179
Floreva Cap (strip of 10 capsules),Floreva Cap,10,10,7,96b2ae5596c7433fac4f322ea4088f52,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,86976,FLORECN01A,2021-01-15 10:46:01+00,28.5050,tempcode-13-1-2021_521
Azax syrup,Azax,15 ml,3,7,e8194d47402e4c37bdd60a694586b456,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,87931,AZAXZSN02A,2021-01-15 10:46:01+00,26.9000,tempcode-13-1-2021_1016
Dispo Van Single use Sterile Disposible Syringe 2ml,Dispo Van Single use Sterile Disposible Syringe,1,13,7,f493dd7f70c145838f94aee6fd9b8b61,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,88340,DISPOSS01A,2021-01-15 10:46:01+00,4.0000,15th Oct 06
Clofirst 75 mg (strip of 10 tablets),Clofirst,10,10,7,9223fe141ae54b729c53986f84e3e5cf,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,88580,CLOFITN02A,2021-01-15 10:46:01+00,6.6560,16th Aug Ord 12
Mefkind Forte 60 ml syrup,Mefkind Forte,1,3,7,b741a9e554e049d5a298c7e81ee445e4,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,88688,MEFKISN01A,2021-01-15 10:46:01+00,41.8000,173755
Cab 13 (strip of 10 tablets),Cab 13,10,10,7,0e91fb85446f4d678bad3ab1b81d8b60,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,88733,CAB13TS01A,2021-01-15 10:46:01+00,7.2000,150803
Care Free Panty Liners panty liners (pack of 20),Care Free Panty Liners,20,20,7,0ce6613803294c45b7e5a381028c32b8,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,88810,,2021-01-15 10:46:01+00,4.5000,16th Oct Ord  258
ORS L Green Apple 200 ml solution,ORS L Green Apple,1,3,7,f7ebc7c4df0f4cb3bff973b23c5983c7,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,88924,,2021-01-15 10:46:01+00,35.0000,12 Mar Ord 1
Relent (strip of 10 tablets),Relent,10,10,7,0d5aecc020f74165af40a025e87e02bc,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,89183,RELENTS04A,2021-01-15 10:46:01+00,4.4800,tempcode_13_07_2020_am19
Axe Brand Universal 28 ml (box of 1 oil),Axe Brand Universal,1,3,7,d1399d6793e945f2b7e4f90140ef5507,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,89586,AXEBRNB01A,2021-01-15 10:46:01+00,375.0000,16th Oct Ord  355
Ky Jelly 20 gm (box of 1 gel),Ky Jelly,1,3,7,7be7113c807d4fe389716eed3ed1d017,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,89594,,2021-01-15 10:46:01+00,286.0000,125751
Tracfree Xt 10ml (box of 1 sachet),Tracfree Xt,1,3,7,6d1c8d9177574942b32132ed992af93f,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,89691,TRACFSN01A,2021-01-15 10:46:01+00,45.0000,140091
Almity 200 mg (strip of 10 tablets),Almity,10,10,7,469bcec9014f4999ac01814ab6929192,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,89708,ALMITTN02A,2021-01-15 10:46:01+00,15.9000,139111
Harvest (strip of 15 capsules),Harvest,15,15,7,b8e848dcf3f942b0b6a85b44278af24c,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,89903,HARVECN01A,2021-01-15 10:46:01+00,13.5667,1 Mar Order 372
Eye Spa 10 ml (box of 1 eye drops),Eye Spa,1,3,7,52d3ce66b43f42eca4526c081b20b4b5,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,89942,EYESPEB01A,2021-01-15 10:46:01+00,95.0000,203515
Crocin Cold & Flu Max (strip of 15 tablets),Crocin Cold & Flu Max,15,15,7,39339b2c5c7d48a19b7af949533183e7,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,90121,CROCITN06A,2021-01-15 10:46:01+00,3.6553,DSL-28-03-2019-1
Zita Met Plus 20-500mg (strip of 10 tablets),Zita Met Plus,10,10,7,9ec75c91f9d04782a910adea7fee519d,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,90854,ZITAMTS06A,2021-01-15 10:46:01+00,19.2000,185465
Optive Fusion 10 ml (box of 1 eye drops),Optive Fusion,1,3,7,548b00969ced4af38887766d7e6167a7,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,91030,OPTIVEB02A,2021-01-15 10:46:01+00,139.9601,tempcode_19_08_2020_pm11
Ivrea 30 ml shampoo,Ivrea,1,3,7,dd1642fc2a8c4fad923ac985e4336fcb,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,91302,IVREASN02A,2021-01-15 10:46:01+00,113.0000,103157
Solvin Deongestant 60 ml syrup,Solvin Deongestant,1,3,7,90d57cccac67427aaaddbae85707f4a1,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,91351,SOLVIPB01A,2021-01-15 10:46:01+00,50.4800,tempcode-13-1-2021_673
Revilus 100 ml shampoo,Revilus,1,3,7,b0cfe6976744404eb2d5c4e56242f496,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,91517,REVILSB01A,2021-01-15 10:46:01+00,348.5000,183163
Calsonic Plus (strip of 15 capsules),Calsonic Plus,15,15,7,e8a07a5539d94d668e33a17ed549eb1e,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,91868,CALSOCS01A,2021-01-15 10:46:01+00,16.0000,1 Mar Order 351
Solvin Deongestant 100 ml syrup,Solvin Deongestant,1,3,7,03de0e39c40e41a79c825b41c37e3492,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,92093,SOLVISN05A,2021-01-15 10:46:01+00,67.7400,tempcode-13-1-2021_1056
Fem rose Anti Darkening Hair Removal 25 gm cream,Fem rose Anti Darkening Hair Removal,1,3,7,82a3dafc8bbe4b9e8a7261693af616be,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,92289,,2021-01-15 10:46:01+00,65.0000,tempcode-13-1-2021_88
Coecortt 6 mg (strip of 10 tablets),Coecortt,10,10,7,39bc3caa4c08470598ebc7b0ec7921d1,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,92430,COECOTN04A,2021-01-15 10:46:01+00,11.5000,174327
Crocin Cold & Flu Max (strip of 6 tablets),Crocin Cold & Flu Max,6,6,7,6a26cb623fc24d4885b988895e2c725a,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,92575,,2021-01-15 10:46:01+00,2.7500,tempcode-31-12-19 AM 19
Lipophage 120 mg (strip of 10 capsules),Lipophage,10,10,7,66fad0015a67433ca9e7f3a092f13d74,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,93430,LIPOPTN01A,2021-01-15 10:46:01+00,54.9700,tempcode-13-1-2021_684
Amoxyclav 625 mg (strip of 6 tablets),Amoxyclav,6,6,7,9f888888d6504772baab34d487a00ca1,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,93893,AMOXYTN05A,2021-01-15 10:46:01+00,33.4167,6 Mar Order 35
Vitamin A and D (strip of 1000 capsules),Vitamin A and D,1000,1000,7,3f88225c39dc4021aed575e045ce49a3,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,94137,,2021-01-15 10:46:01+00,0.0800,tempcode-13-1-2021_1054
Acceclowoc MR (strip of 10 tablets),Acceclowoc MR,10,10,7,f7eba7dcbc40443f80209e24500d6457,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,94527,ACCECTN01A,2021-01-15 10:46:01+00,6.4660,16 Mar Order 7
Stim tuf floss,Stim tuf floss,1,3,7,4ad39325ab104770a6ee0c78d569cc69,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,94821,,2021-01-15 10:46:01+00,110.0000,tempcode-13-1-2021_342
Jubira F 10 mg (strip of 10 tablets),Jubira F,10,10,7,2bc277e242b64260b8a25e848300b144,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,94823,JUBIRTN04A,2021-01-15 10:46:01+00,17.9000,tempcode-12-1-2021_30
Zuton 200 mg (strip of 10 capsules),Zuton,10,10,7,cd30e941708a418599ddc742a3882d50,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,94899,,2021-01-15 10:46:01+00,30.0000,tempcode-13-1-2021_378
Catchnil (strip of 10 tablets),Catchnil,10,10,7,89794d465e2c46d3b653372ac4146630,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,94913,CATCHTS01A,2021-01-15 10:46:01+00,22.0000,116886
Psorolin 75 gm (box of 1 soap),Psorolin,1,3,7,b8b57043e07743faae4c46b6db054ddb,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,94944,PSOROSS01A,2021-01-15 10:46:01+00,90.0000,13th Dec 49
Ocupol D 5 gm (box of 1 eye ointment),Ocupol D,1,3,7,e23a958002f44a93bf562ab584195d57,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,95370,,2021-01-15 10:46:01+00,75.7200,102348
Lipifine 40 mg (strip of 10 tablets),Lipifine,10,10,7,f067c68bbcf448c69c299d73f4fba575,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,95395,LIPIFTS02A,2021-01-15 10:46:01+00,12.0000,tempcode-13-1-2021_648
Oflomac M Forte 30 ml (box of 1 suspension),Oflomac M Forte,1,3,7,1b67f127c6b64abd960335f095b4f9d3,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,95631,OFLOMSN07A,2021-01-15 10:46:01+00,33.4000,tempcode-13-1-2021_753
Meaxon 1 ml injection,Meaxon,1,3,7,1f78aa4b29604991874fe0106c0d17e6,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,95638,MEAXOIA02A,2021-01-15 10:46:01+00,98.0000,212415
Montua LC (strip of 10 tablets),Montua LC,10,10,7,700b47fd004f46bd8cfc9dbc9336dbfe,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,95908,MONTUTS01A,2021-01-15 10:46:01+00,12.0000,tempcode-13-1-2021_901
Flucos 200 mg (strip of 4 tablets),Flucos,4,4,7,03743d9868024458b1bf13f06b925d7e,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,96322,FLUCOTN20A,2021-01-15 10:46:01+00,20.9650,tempcode-13-1-2021_47
Atrisor (strip of 30 tablets),Atrisor,30,30,7,8db61aab6322481e92e1b1d8ba05a4df,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,96738,,2021-01-15 10:46:01+00,6.5000,tempcode-13-1-2021_276
Optithrocin (box of 1 ointment),Optithrocin,1,3,7,a34c53414c9a42e5b5f905cfccc67d3f,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,96759,OPTITEN02A,2021-01-15 10:46:01+00,118.5000,334113
Yu Reverzo cream,Yu Reverzo,1,3,7,7a800e8f105a4695a7fa335e8ca7c95c,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,96894,YUREVCB01A,2021-01-15 10:46:01+00,2119.0000,tempcode-13-1-2021_350
Cognicare 200 ml syrup,Cognicare,1,3,7,96c2f7b64f31412d911ef254358267df,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,97258,COGNISB03A,2021-01-15 10:46:01+00,1080.0000,5th Sep Ord 131
Cobadex Forte (strip of 20 capsules),Cobadex Forte,20,20,7,2aadb0298cdf411286771ebf71b30473,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,97482,COBADCN01A,2021-01-15 10:46:01+00,1.3725,154241
Qilib Rebalance Hair Fall Cycle Men 80 ml (box of 1 lotion),Qilib Rebalance Hair Fall Cycle Men,1,3,7,8e0d8e33080046a1836dc98aaba160d2,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,97580,QILIBLB02A,2021-01-15 10:46:01+00,1565.0000,tempcode-13-1-2021_714
Volitra 30 gm (box of 1 gel),Volitra,1,3,7,243ba1edfc6a483593993006d00a92d6,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,98008,VOLITGT02A,2021-01-15 10:46:01+00,115.0000,10 Jun 01
Canditz 200 mg (strip of 4 capsules),Canditz,4,4,7,bc777eb0cf56461caab9ecc92da06cb3,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,98721,CANDICS22A,2021-01-15 10:46:01+00,18.0000,23 Mar Ord 8
Clean and Dry 30 gm cream,Clean and Dry,1,3,7,0bd7a1bfcf544682ba431fe35d2a2226,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,98767,,2021-01-15 10:46:01+00,199.0000,15th Oct 05
ARTISOR 50 gm topical gel,ARTISOR,1,3,7,ab8d9502e27f43d580e8be6fdcbb1acb,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,99199,,2021-01-15 10:46:01+00,120.0000,1 Mar Order 176
Coolora 100 ml (box of 1 mouth wash),Coolora,1,3,7,f8995d41cbfb451380ac02a575ae29f8,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,99373,COOLOMB01A,2021-01-15 10:46:01+00,93.1000,tempcode-13-1-2021_580
Vita D3 60K (strip of 4 capsules),Vita D3 60K,4,4,7,1f90cf00c66d43348c2f2340efde7aa3,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,99805,,2021-01-15 10:46:01+00,15.6025,tempcode-13-1-2021_804
NRG PLUS 7 gm (box of 1 sachet),NRG PLUS,1,3,7,0a34eff4181b4816a9ff4035b8fc8bbc,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,99962,NRGPLPS01A,2021-01-15 10:46:01+00,90.0000,126024
Ifipan 40 mg (strip of 10 tablets),Ifipan,10,10,7,14f85ac046d845d9b301b97ed7fb3f9e,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,100435,,2021-01-15 10:46:01+00,5.5000,tempcode-13-1-2021_55
Cosvate S 30 mg cream,Cosvate S,1,3,7,60295ef3a84a4dd39069fe061ac1a869,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,100665,COSVACN06A,2021-01-15 10:46:01+00,129.8601,29th Jan 11
D Frag (strip of 10 tablets),D Frag,10,10,7,269371a57f534a4eb0556fe634a5c049,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,100781,DFRAGTS01A,2021-01-15 10:46:01+00,50.0000,177200
Augmed 375 mg (strip of 6 tablets),Augmed,6,6,7,b05de74c4ada4a3da205d905d6e0a9e8,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,100954,AUGMETN01A,2021-01-15 10:46:01+00,25.1167,tempcode-13-1-2021_338
Novoret Neo (strip of 10 capsules),Novoret Neo,10,10,7,2fae94e5b81944d9b6af2ea78a176509,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,101164,NOVORSS01A,2021-01-15 10:46:01+00,24.1600,119597
Canditz 200 mg (strip of 10 capsules),Canditz,10,10,7,a74a2a47baf740eb9326ed9b4a633dde,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,101588,CANDICS02A,2021-01-15 10:46:01+00,22.0000,185588
KLMC 20 Serum 10 ml liquid,KLMC 20 Serum,1,3,7,c616d499e7304bb485e0753112ad88f8,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,101820,KLMC2LB01A,2021-01-15 10:46:01+00,695.0000,171294
Calendula 20 gm (box of 1 gel),Calendula,1,3,7,8c2f738381e34a09acaa820abccb08ba,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,102367,CALENOB01A,2021-01-15 10:46:01+00,60.0000,1 Mar Order 403
Zoryl M 1 mg (strip of 10 tablets),Zoryl M,10,10,7,590ce2bbb1ca4e71a97e9c0821e7d6e6,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,102693,ZORYLTS07A,2021-01-15 10:46:01+00,10.0000,200689
Presmovac 2 mg (strip of 10 tablets),Presmovac,10,10,7,808219658aa44ed08ef1e558f655f8f6,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,103183,PRESMTS01A,2021-01-15 10:46:01+00,27.6800,136081
L Montus Fx (strip of 10 tablets),L Montus Fx,10,10,7,0cc4509e18cf476a94519d7d3f3e6669,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,103479,LMONTTS01A,2021-01-15 10:46:01+00,12.0000,tempcode-13-1-2021_587
SumoCold (strip of 10 tablets),SumoCold,10,10,7,a1ba525c2d184fa3b2918a07a2620d6a,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,106442,SUMOCTN01A,2021-01-15 10:46:01+00,3.7400,tempcode-27-08-2019_40
Stim Orthodontic Tooth Brush (box of 1 toothbrush),Stim Orthodontic Tooth Brush,1,3,7,f721aee3d4bc4a79beaa5b6187bb4112,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,106495,,2021-01-15 10:46:01+00,75.0000,1 Mar Order 409
Modlip ASG 20 mg (strip of 10 tablets),Modlip ASG,10,10,7,12f99b076ebd471583cd06fc614321f7,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,106684,MODLITN07A,2021-01-15 10:46:01+00,3.1750,tempcode_18_07_2020_am08
Pah 20tab (strip of 15 tablets),Pah,15,15,7,ac4b5d4e31b24e6688ade4b5e3e8135a,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,107611,PAHZZTS01A,2021-01-15 10:46:01+00,14.2440,202666
Bi-Quinol (strip of 20 tablets),Bi-Quinol,20,20,7,3fd5715432e0420d87e21b4c8331f0f1,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,108610,BIQUITS01A,2021-01-15 10:46:01+00,1.7000,26 Ord Apr 33
Presmovac 1 mg (strip of 10 tablets),Presmovac,10,10,7,4069e0cb118b4543a764f8e0d14d9c38,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,111805,PRESMTS02A,2021-01-15 10:46:01+00,16.3900,136073
Valamac 500 mg (strip of 3 tablets),Valamac,3,3,7,86408f7798754b738f75c2b0c5032809,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,111976,VALAMTN02A,2021-01-15 10:46:01+00,28.2000,tempcode-13-1-2021_739
L Montus Flash (strip of 10 tablets),L Montus Flash,10,10,7,744efd41d734414db683f52067dae7ea,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,112531,LMONTTN03A,2021-01-15 10:46:01+00,15.2000,tempcode-13-1-2021_1032
Xt Para 650 mg (strip of 10 tablets),Xt Para,10,10,7,777435034d2349ac86595b86a7eebb43,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,113111,XTPARTS02A,2021-01-15 10:46:01+00,1.9450,189520
Whitefield 15 gm (box of 1 ointment),Whitefield,1,3,7,dbcbd798ca954db1ad2d6387e46e2c2d,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,114068,WHITFOT01A,2021-01-15 10:46:01+00,30.0000,1 Mar Order 274
