drug_variation_id,medlife_product_id,fc_id,distributor_id,distributor_name,bill_number,bill_date,transcription_completed_ts,packing_quantity,mrp,formatted_name,drug_name,purchase_margin_percent,purchase_price,loose_quantity,purchase_mrp_value
25194,ISORDTN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194754,2021-01-15,2021-01-15,10,0.8180,Isordil 10 mg (strip of 10 tablets),Isordil,24.0372,0.58400,80,65.4400
73696,ASCAZTS02A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193572,2021-01-15,2021-01-15,10,6.5200,Ascazin 50 mg (strip of 10 tablets),Ascazin,24.0023,4.65700,10,65.2000
66166,ECOSPCS05A,7,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217354,2021-01-15,2021-01-15,10,3.2520,Ecosprin Av 75/20 (strip of 10 capsules),Ecosprin Av,19.3600,2.43900,20,65.0400
162716,AMLOSTS09A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217424,2021-01-15,2021-01-15,10,6.5000,Amlosafe Mt 50 mg (strip of 10 tablets),Amlosafe Mt,23.1976,4.64300,10,65.0000
96654,ISRYLTS02A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194824,2021-01-15,2021-01-15,10,6.5000,Isryl M Forte 3 mg (strip of 10 tablets),Isryl M Forte,23.9977,4.64300,10,65.0000
149606,TRIPHPB01A,1,125101,M Ratan Agencies, S 6666,2021-01-13,2021-01-13,1,65.0000,Baidyanath Triphala Churna 100GM powder,Baidyanath Triphala Churna,19.3035,51.50000,1,65.0000
162551,SUGARTN21A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193568,2021-01-15,2021-01-15,100,0.6500,Sugar Free Natura (bottle of 100 tablets),Sugar Free Natura,10.9255,0.52750,100,65.0000
162551,SUGARTN21A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194783,2021-01-15,2021-01-15,100,0.6500,Sugar Free Natura (bottle of 100 tablets),Sugar Free Natura,10.9255,0.52750,100,65.0000
80438,WINFLTN01A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193566,2021-01-15,2021-01-15,10.0,5.9200,Winflam Tab (strip of 10 tablets),Winflam Tab,24.0000,4.64000,10,64.9600
80438,WINFLTN01A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181560,2021-01-12,2021-01-12,10.0,5.9200,Winflam Tab (strip of 10 tablets),Winflam Tab,24.0000,4.64000,10,64.9600
179967,,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181479,2021-01-12,2021-01-13,30,2.1643,Rantac 300 mg (strip of 30 tablets),Rantac,23.9977,1.54600,30,64.9290
179967,,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181431,2021-01-12,2021-01-12,30,2.1643,Rantac 300 mg (strip of 30 tablets),Rantac,23.9977,1.54600,30,64.9290
68909,TRICOIN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181575,2021-01-12,2021-01-13,1,59.5000,Tricort 10 mg powdered for injection,Tricort,23.9953,46.36000,1,64.9000
68131,EMSOLTN01A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181474,2021-01-12,2021-01-12,20.0,1.0585,Emsolone DT 10 mg (strip of 20 tablets),Emsolone DT,24.0141,0.76950,60,64.6500
68012,ENVASTN05A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194887,2021-01-15,2021-01-15,15,2.1540,Envas 2.5 mg (strip of 15 tablets),Envas,23.9953,1.53867,30,64.6200
44516,CONCOTN13A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217464,2021-01-15,2021-01-15,10,6.4540,Concor Cor 2.5 mg (strip of 10 tablets),Concor Cor,23.2000,4.61000,10,64.5400
15358,NORFLTN08A,6,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215330,2021-01-12,2021-01-12,10.0,6.4520,Norflox 400 mg (strip of 10 tablets),Norflox,23.1929,4.60900,10,64.5200
29362,METZOTN04A,6,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215391,2021-01-12,2021-01-12,10.0,6.4510,Metzok 50 mg (strip of 10 tablets),Metzok,23.1976,4.60800,10,64.5100
29500,REVELTN19A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215373,2021-01-12,2021-01-12,10,6.4510,Revelol XL 50 mg (strip of 10 tablets),Revelol XL,23.2143,4.60700,10,64.5100
29500,REVELTN19A,6,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215359,2021-01-12,2021-01-12,10,6.4510,Revelol XL 50 mg (strip of 10 tablets),Revelol XL,23.2143,4.60700,10,64.5100
29500,REVELTN19A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194791,2021-01-15,2021-01-15,10,6.4510,Revelol XL 50 mg (strip of 10 tablets),Revelol XL,24.0141,4.60700,10,64.5100
99622,METSMTN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181435,2021-01-12,2021-01-13,14,4.6071,Metsmall 1000 mg (strip of 14 tablets),Metsmall,24.0024,3.29071,14,64.4994
158047,COSVACT01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181409,2021-01-12,2021-01-13,1,29.3000,Cosvate Gm. 20GM cream,Cosvate Gm.,23.9906,23.01000,2,64.4200
158047,COSVACT01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181300,2021-01-12,2021-01-13,1,29.3000,Cosvate Gm. 20GM cream,Cosvate Gm.,23.9906,23.01000,2,64.4200
158047,COSVACT01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181272,2021-01-12,2021-01-13,1,29.3000,Cosvate Gm. 20GM cream,Cosvate Gm.,23.9906,23.01000,2,64.4200
158047,COSVACT01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194884,2021-01-15,2021-01-15,1,29.3000,Cosvate Gm. 20GM cream,Cosvate Gm.,23.9906,23.01000,2,64.4200
29526,PROLOTN16A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193566,2021-01-15,2021-01-15,10,6.4360,Prolomet XL 50 mg (strip of 10 tablets),Prolomet XL,24.0024,4.59700,10,64.3600
50322,GLYCITN44A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215362,2021-01-12,2021-01-12,10,7.0660,Glyciphage G 1 mg (strip of 10 tablets),Glyciphage G,23.1976,4.59300,10,64.3000
71216,MUCOPON01A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193571,2021-01-15,2021-01-15,1,64.1000,Mucopain 15 gm (box of 1 gel),Mucopain,23.9929,45.79000,1,64.1000
71216,MUCOPON01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194906,2021-01-15,2021-01-15,1,64.1000,Mucopain 15 gm (box of 1 gel),Mucopain,23.9929,45.79000,1,64.1000
74494,BETABTN03A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193548,2021-01-15,2021-01-15,10.0,3.1500,Betabest XL 25 mg (strip of 10 tablets),Betabest XL,23.9905,2.28600,20,64.0000
60918,GPZZZTN03A,1,856885,MEHUL AGENCIES, D30747,2021-01-12,2021-01-12,10,6.3730,Gp 2 mg (strip of 10 tablets),Gp,24.0024,4.55200,10,63.7300
58606,AMLOKTN13A,1,856885,MEHUL AGENCIES, D30747,2021-01-12,2021-01-12,10,3.1860,Amlokind H 5 mg (strip of 10 tablets),Amlokind H,23.9905,2.27600,20,63.7200
60845,GLUFOTN02A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181412,2021-01-12,2021-01-13,15,2.1227,Gluformin XL 500 mg (strip of 15 tablets),Gluformin XL,24.0095,1.51600,30,63.6810
60845,GLUFOTN02A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181302,2021-01-12,2021-01-13,15,2.1227,Gluformin XL 500 mg (strip of 15 tablets),Gluformin XL,24.0095,1.51600,30,63.6810
60845,GLUFOTN02A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181268,2021-01-12,2021-01-13,15,2.1227,Gluformin XL 500 mg (strip of 15 tablets),Gluformin XL,24.0095,1.51600,30,63.6810
17791,GLYPRTN02A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193550,2021-01-15,2021-01-15,10,6.3600,Glypride 2 mg (strip of 10 tablets),Glypride,24.0143,4.54200,10,63.6000
77717,ZYLORTN01A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194677,2021-01-15,2021-01-15,10,2.1150,Zyloric 100 mg (strip of 10 tablets),Zyloric,24.0359,1.51000,30,63.4500
77717,ZYLORTN01A,6,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215343,2021-01-12,2021-01-12,10,2.1150,Zyloric 100 mg (strip of 10 tablets),Zyloric,23.2363,1.51000,30,63.4500
66496,PLACITN01A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215386,2021-01-12,2021-01-12,10,6.3250,Placida (strip of 10 tablets),Placida ,23.1976,4.51800,10,63.2500
73778,REXIDGN03A,6,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215425,2021-01-12,2021-01-12,1,63.0000,Rexidin M forte Gel (box of 1 gel),Rexidin M forte Gel,23.2000,45.00000,1,63.0000
152670,XSTANTS01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181478,2021-01-12,2021-01-13,15,2.1000,Xstan 20 mg (strip of 15 tablets),Xstan,24.0000,1.50000,30,63.0000
65337,LASIXTN01A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194676,2021-01-15,2021-01-15,15,0.8400,Lasix 40 mg (strip of 15 tablets),Lasix,17.6800,0.63000,75,63.0000
65337,LASIXTN01A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193554,2021-01-15,2021-01-15,15,0.8400,Lasix 40 mg (strip of 15 tablets),Lasix,17.6800,0.63000,75,63.0000
29401,BISELTN02A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194884,2021-01-15,2021-01-15,10.0,3.1500,Biselect 2.5 mg (strip of 10 tablets),Biselect,24.0000,2.25000,20,63.0000
162950,STERIIB01A,1,192436,Shubh Enterprises, S 580,2021-01-15,2021-01-15,1,6.3000,Sterile Water For Injection 10ML solution,Sterile Water For Injection,46.6667,3.00000,10,63.0000
49378,PIOPLTN02A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181395,2021-01-12,2021-01-12,15,4.2000,Pioplus 1 mg (strip of 15 tablets),Pioplus,24.0000,3.00000,15,63.0000
18290,GLYNATN03A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194754,2021-01-15,2021-01-15,10,1.0500,Glynase XL 5 mg (strip of 10 tablets),Glynase XL,24.0000,0.75000,60,63.0000
86605,ETILATN08A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194909,2021-01-15,2021-01-15,10,6.3000,Etilaam Pro 20 mg (strip of 10 tablets),Etilaam Pro,24.0000,4.50000,10,63.0000
62094,CROTOCN02A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215331,2021-01-12,2021-01-12,10 g,62.9200,Crotorax Hc cream,Crotorax Hc,23.2049,44.94000,1,62.9200
70918,POLYBSN11A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217464,2021-01-15,2021-01-15,1,62.9200,Polybion Lc 100 ml syrup,Polybion Lc,23.2049,44.94000,1,62.9200
8434,ROSEDTN04A,6,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215425,2021-01-12,2021-01-12,10,6.2500,Roseday 5 mg (strip of 10 tablets),Roseday,23.2049,4.46400,10,62.5000
25084,WYSOLTN01A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217466,2021-01-15,2021-01-15,15,1.3813,Wysolone 10 mg (strip of 15 tablets),Wysolone,17.2843,1.06267,45,62.1585
181669,VILACTS01A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215345,2021-01-12,2021-01-12,10,6.2000,Vilact M 50/500 MG (strip of 10 tablets),Vilact M,23.1926,4.42900,10,62.0000
49936,QUADRCN06A,7,856885,MEHUL AGENCIES, D30735,2021-01-12,2021-01-12,1,62.0000,Quadriderm RF 5 gm cream,Quadriderm RF,23.9926,44.29000,1,62.0000
111626,ASCORDN01A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194684,2021-01-15,2021-01-15,1,58.0000,Ascoril Ls 15 ml drops,Ascoril Ls,23.9926,44.29000,1,62.0000
20084,ZOSERTN02A,6,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215416,2021-01-12,2021-01-12,10.0,6.2000,Zosert 25 mg (strip of 10 tablets),Zosert,23.1926,4.42900,10,62.0000
181669,VILACTS01A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217465,2021-01-15,2021-01-15,10,6.2000,Vilact M 50/500 MG (strip of 10 tablets),Vilact M,23.1926,4.42900,10,62.0000
181669,VILACTS01A,7,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217337,2021-01-15,2021-01-15,10,6.2000,Vilact M 50/500 MG (strip of 10 tablets),Vilact M,23.1926,4.42900,10,62.0000
54267,ZAPIZTS02A,7,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215262,2021-01-12,2021-01-12,10.0,1.5480,Zapiz 0.25 mg (strip of 10 tablets),Zapiz,23.1802,1.10600,40,61.9200
94071,MIGRATN07A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193551,2021-01-15,2021-01-15,10,5.6250,Migranil Ec (strip of 10 tablets),Migranil Ec,23.9975,4.41800,10,61.8500
41878,SYSCACN02A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194879,2021-01-15,2021-01-15,1.0,20.6000,Syscan 150 mg (strip of 1 capsule),Syscan,24.0221,14.71000,3,61.8000
186374,GAROITS01A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217465,2021-01-15,2021-01-15,15,4.1187,Garoin 50/100 MG (strip of 15 tablets),Garoin,23.1801,2.94267,15,61.7805
186374,GAROITS01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181576,2021-01-12,2021-01-13,15,4.1187,Garoin 50/100 MG (strip of 15 tablets),Garoin,23.9975,2.94200,15,61.7805
23056,MUCOLDN01A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215363,2021-01-12,2021-01-12,1,30.8000,Mucolite 15 ml drops,Mucolite,23.2000,22.00000,2,61.6000
25969,HISONTN01A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217465,2021-01-15,2021-01-15,10,6.1560,Hisone 10 mg (strip of 10 tablets),Hisone,20.0117,4.88500,10,61.5600
92805,NEWTETN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194814,2021-01-15,2021-01-15,10,2.0500,Newtel 20 mg (strip of 10 tablets),Newtel,24.0148,1.46400,30,61.5000
68730,DULOTTN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194900,2021-01-15,2021-01-15,10.0,6.1500,Dulotin 10 mg (strip of 10 tablets),Dulotin,23.9975,4.39300,10,61.5000
68730,DULOTTN01A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215377,2021-01-12,2021-01-12,10.0,6.1500,Dulotin 10 mg (strip of 10 tablets),Dulotin,23.1975,4.39300,10,61.5000
66836,IKULZEN01A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215377,2021-01-12,2021-01-12,1.0,62.0000,I Kul Eye Drop 10 ml drops,I Kul Eye Drop,23.1975,43.93000,1,61.5000
14727,CALPOTN06A,7,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215220,2021-01-12,2021-01-12,15,2.0493,Calpol 650 mg (strip of 15 tablets),Calpol,23.1900,1.46400,30,61.4790
149114,CROCITS03A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194819,2021-01-15,2021-01-15,15,2.0493,Crocin Advance 650 mg (strip of 15 tablets),Crocin Advance,22.1210,1.50000,30,61.4790
50054,DICLOTN10B,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193549,2021-01-15,2021-01-15,10,6.1260,Dicloran A (strip of 10 tablets),Dicloran A,23.9950,4.37600,10,61.2600
141958,GLYCOTS01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181436,2021-01-12,2021-01-13,15,4.0767,Glycomet 1000 Mg (strip of 15 tablets),Glycomet 1000 Mg,23.9975,2.91200,15,61.1505
100565,LONAZTN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194819,2021-01-15,2021-01-15,15,2.0380,Lonazep 0.25 mg (strip of 15 tablets),Lonazep,24.0199,1.45533,30,61.1400
82909,POTKLSB01A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217466,2021-01-15,2021-01-15,1,61.1200,Potklor 200 ml syrup,Potklor,19.3600,45.84000,1,61.1200
50234,RANIDTN04A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181435,2021-01-12,2021-01-13,20,3.0550,Ranidom (strip of 20 tablets),Ranidom ,24.0050,2.18200,20,61.1000
110649,CRESATS03A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194821,2021-01-15,2021-01-15,15,4.0673,Cresar 20 mg (strip of 15 tablets),Cresar,24.0149,2.90467,15,61.0095
147092,EXERMTS04A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181383,2021-01-12,2021-01-13,15,4.0673,Exermet 1000 mg (strip of 15 tablets),Exermet,24.0149,2.90467,15,61.0095
93309,ALEXPDN02A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181560,2021-01-12,2021-01-12,1,61.0000,Alex P Pead 15 ml drops,Alex P Pead,24.0025,43.57000,1,61.0000
116273,XTORZTN04A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217451,2021-01-15,2021-01-15,10,5.8990,Xtor 5 (strip of 10 tablets),Xtor 5,23.1874,4.34000,10,60.7500
6998,SIZODTN01A,7,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215271,2021-01-12,2021-01-12,10,3.0360,Sizodon 1 mg (strip of 10 tablets),Sizodon,23.1848,2.16900,20,60.7200
60277,BUTAPCN03A,1,856885,MEHUL AGENCIES, D30747,2021-01-12,2021-01-12,10,6.0500,Buta Proxyvon 50 mg (strip of 10 capsules),Buta Proxyvon,23.9900,4.32200,10,60.5000
59472,AUGMEDN03A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193566,2021-01-15,2021-01-15,1,60.4800,Augmentin Duo 30 ml syrup,Augmentin Duo,24.0000,43.20000,1,60.4800
59472,AUGMEDN03A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194791,2021-01-15,2021-01-15,1,60.4800,Augmentin Duo 30 ml syrup,Augmentin Duo,24.0000,43.20000,1,60.4800
68709,FLAGYSN03A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215331,2021-01-12,2021-01-12,1,30.1100,Flagyl 60 ml syrup,Flagyl,23.1898,21.51000,2,60.2200
26387,GLUCOTN25A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181479,2021-01-12,2021-01-13,15,4.0080,Gluconorm SR 1000 mg (strip of 15 tablets),Gluconorm SR,24.0051,2.86267,15,60.1200
43731,BETNOOT01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194779,2021-01-15,2021-01-15,1,30.0500,Betnovate S Skin 20 gm (box of 1 ointment),Betnovate S Skin,24.0152,21.46000,2,60.1000
93509,ARKAMTN01A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194681,2021-01-15,2021-01-15,30,2.0033,Arkamin 100 mg (strip of 30 tablets),Arkamin,23.9975,1.43100,30,60.0990
93509,ARKAMTN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181283,2021-01-12,2021-01-13,30,2.0033,Arkamin 100 mg (strip of 30 tablets),Arkamin,23.9975,1.43100,30,60.0990
93509,ARKAMTN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181418,2021-01-12,2021-01-13,30,2.0033,Arkamin 100 mg (strip of 30 tablets),Arkamin,23.9975,1.43100,30,60.0990
93509,ARKAMTN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181310,2021-01-12,2021-01-13,30,2.0033,Arkamin 100 mg (strip of 30 tablets),Arkamin,23.9975,1.43100,30,60.0990
46098,ENERZPN04A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194815,2021-01-15,2021-01-15,1,30.0000,Enerzal Orange 50 gm powder,Enerzal Orange,23.9962,20.34000,2,60.0000
158248,COFSITS03A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215344,2021-01-12,2021-01-12,10,3.0000,Cofsils Orange (strip of 10 lozenges),Cofsils Orange,23.1949,2.14300,20,60.0000
183177,VILACTS03A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194783,2021-01-15,2021-01-15,10,6.0000,Vilact 50mg (strip of 10 tablets),Vilact,23.9949,4.28600,10,60.0000
161564,CALZITS01A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193549,2021-01-15,2021-01-15,10,6.0000,Calziem (strip of 10 tablets),Calziem,23.9949,4.28600,10,60.0000
57051,ITONEEN01A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194681,2021-01-15,2021-01-15,1,60.0000,Itone 10 ml (box of 1 eye drops),Itone,23.9949,42.86000,1,60.0000
152445,COFSILJ03A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215344,2021-01-12,2021-01-12,10,3.0000,Cofsils Ginger Lemon (strip of 10 lozenges),Cofsils Ginger Lemon,23.1949,2.14300,20,60.0000
87377,HADENCN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194902,2021-01-15,2021-01-15,10,6.0000,Hadensa (strip of 10 capsules),Hadensa,23.9949,4.28600,10,60.0000
87377,HADENCN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181575,2021-01-12,2021-01-13,10,6.0000,Hadensa (strip of 10 capsules),Hadensa,23.9949,4.28600,10,60.0000
167871,HICOPTS02A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217458,2021-01-15,2021-01-15,15,3.9927,Hicope 25 25 MG (strip of 15 tablets),Hicope 25,23.1974,2.85200,15,59.8905
26420,RIOMETN09A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215345,2021-01-12,2021-01-12,15,4.0647,Riomet Od 1000 mg (strip of 15 tablets),Riomet Od,23.2000,2.85000,15,59.8500
43356,ALERISN01A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193547,2021-01-15,2021-01-15,1.0,19.4600,Alerid 30 ml syrup,Alerid,24.0383,14.15000,3,59.4600
59472,AUGMEDN03A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215364,2021-01-12,2021-01-12,1,60.4800,Augmentin Duo 30 ml syrup,Augmentin Duo,23.2052,42.44000,1,59.4200
75451,METOLTN07A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181381,2021-01-12,2021-01-13,15,3.9560,Metolar 50 mg (strip of 15 tablets),Metolar,24.0102,2.82533,15,59.3400
65781,IMOLPTN01A,7,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215288,2021-01-12,2021-01-12,10,1.4800,Imol Plus (strip of 10 tablets),Imol Plus,23.1377,1.05800,40,59.2000
67369,HEMSIDN02A,6,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215416,2021-01-12,2021-01-12,15 ml,59.0500,Hemsi Pd Drops 15 ml drops,Hemsi Pd Drops,23.1974,42.18000,1,59.0500
51162,GARDETN04A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181381,2021-01-12,2021-01-13,30,1.9683,Gardenal 60 mg (strip of 30 tablets),Gardenal,23.9974,1.40600,30,59.0490
35834,FINABTS01A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193569,2021-01-15,2021-01-15,10.0,5.9000,Finabald 1 mg (strip of 10 tablets),Finabald,24.0052,4.21400,10,59.0000
66431,MONTITN09A,7,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215209,2021-01-12,2021-01-12,10,5.9000,Montina L (strip of 10 tablets),Montina L,23.2052,4.21400,10,59.0000
92347,AMLOKTN10A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181272,2021-01-12,2021-01-13,30,0.9823,Amlokind 2.5 mg (strip of 30 tablets),Amlokind,24.0000,0.70167,60,58.9380
92347,AMLOKTN10A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181410,2021-01-12,2021-01-13,30,0.9823,Amlokind 2.5 mg (strip of 30 tablets),Amlokind,24.0000,0.70167,60,58.9380
92347,AMLOKTN10A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181300,2021-01-12,2021-01-13,30,0.9823,Amlokind 2.5 mg (strip of 30 tablets),Amlokind,24.0000,0.70167,60,58.9380
12227,MEPRATN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194780,2021-01-15,2021-01-15,10,5.8900,Meprate 10 mg (strip of 10 tablets),Meprate,20.1910,4.41800,10,58.9000
12227,MEPRATN01A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193566,2021-01-15,2021-01-15,10,5.8900,Meprate 10 mg (strip of 10 tablets),Meprate,20.1910,4.41800,10,58.9000
181605,CLOPGCT01A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181393,2021-01-12,2021-01-12,1,29.4000,Clop G 30 gm cream,Clop G,24.0000,21.00000,2,58.8000
23909,BETNETN04A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215364,2021-01-12,2021-01-12,20,0.5850,Betnesol 0.5 mg (strip of 20 tablets),Betnesol,23.1737,0.41800,100,58.5000
68834,ETILATN03A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215377,2021-01-12,2021-01-12,10,5.8500,Etilaam 0.5 mg (strip of 10 tablets),Etilaam,23.1921,4.17900,10,58.5000
43695,SOLVISN01A,1,856885,MEHUL AGENCIES, D31152,2021-01-15,2021-01-15,1,58.4500,Solvin Cold 60 ml syrup,Solvin Cold,24.0000,41.75000,1,58.4500
46401,NAXDOTN01A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215374,2021-01-12,2021-01-12,10,6.3500,Naxdom 250 mg (strip of 10 tablets),Naxdom,23.1974,4.14300,10,58.0000
148300,TERBECN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181435,2021-01-12,2021-01-13,1,58.0000,Terbest 15 gm cream,Terbest,23.9974,41.43000,1,58.0000
148300,TERBECN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181480,2021-01-12,2021-01-13,1,58.0000,Terbest 15 gm cream,Terbest,23.9974,41.43000,1,58.0000
